PH,TDS,Turbidity,Temperature,Conductivity,Hardness,Chloramines,Sulfate,Organic_Carbon,Potability
6.665508945182543,963.060694116639,0.9966278247355391,55.73584927703564,441.4542150733671,79.24496963312039,1.2536692020514464,168.690870950414,2.2506651684434487,1
8.13218884788314,939.215814358494,0.9439099441833845,33.90438162635505,406.506597183729,87.125649255557,3.4770435350043165,6.73625162821836,3.1815420234213714,1
7.8549725731566635,833.3932497157716,0.5073230520018132,26.370332411781078,655.368428319887,78.202434404967,1.3978442566595646,469.91779043815365,1.1294276015271132,1
6.633854300545999,459.37460146446074,0.6066993398625395,6.069804338276254,666.58049970437,40.44252404348151,2.3489110262645614,124.2708140071344,1.5544701704182913,1
8.125861393036251,799.2619399990391,0.7157963606985189,8.44219828565033,575.8400354387213,78.70306924164952,1.9956263197057786,14.9827951746545,3.904467076392269,1
7.563339416042741,869.8673695967251,0.608650918067045,47.22119268428729,283.4016261902798,44.684725530655044,0.17534997521397305,46.54304649013322,1.3659459429428027,1
7.5876755495464305,497.0648500645046,0.40499712660321086,27.475729838847165,737.8312876353428,62.45568284930314,2.6721380868669113,466.39225481764396,2.2365806284056666,1
0.10701723819447566,104.80415722150327,1.9926039473676684,-3.6117639990333608,2.336864126335247,193.37558156487688,5.4125755855445945,578.8584249680938,5.38650008442109,0
4.699580363827324,248.7141459240029,3.266639256762616,-18.606310680820396,191.76813526678166,159.41535876231325,5.283412534846874,786.33637316878,6.8681756604719375,0
1.7975802186149052,227.431911153247,5.44136252626652,-10.705421258573622,23.190008858305834,184.26002134570666,6.528414550696684,756.337232592392,6.344106585214101,0
5.303532414883854,71.94323093189033,6.095212713772719,-1.6107270726833818,83.14258122026276,187.35603614983663,6.677343898485706,566.050587369606,7.423249967320658,0
5.449769104757392,270.3735684489989,1.2794462785032672,-15.408459761615585,43.303071184373714,173.80543660940788,6.746598701968405,559.8423341315527,6.910595898398778,0
0.8565187167680235,8.173146667001172,2.7443820837681776,2.901999560704688,3.557385402484635,172.85699894180772,5.694734870349452,625.5700820892682,7.215616026756818,0
3.1528612865883083,194.19093370395066,1.591754258938256,-7.849512541286154,87.13836079407456,167.8018655823873,6.473418972812881,624.9356918582454,7.255203417686937,0
5.965739319859493,93.30101232764514,4.167619468935095,-7.727801269097737,132.70944833330782,198.0908933054173,4.792628049828061,788.4844894851474,6.303013008897434,0
0.5944403333769366,289.8696999983997,1.7253672189075826,1.9004700637157228,71.08393107033146,124.4626989671147,4.554367679694761,788.3277018936255,6.558399148660895,0
5.183341985558059,30.711534247110052,1.9467892914911027,-9.925927145121642,44.90312404452397,176.38690337095582,5.435289312285471,532.6265252157724,7.274971118446567,0
4.588872002708897,172.5526126357114,4.4715634708747345,5.800268058287333,91.00740471204394,151.38435774515628,6.153461380238381,666.4985854634581,4.4580346372589,0
3.9790799766116285,206.00456510570424,6.527261183602706,-9.334529878106117,108.66165340180481,196.06014372928104,4.19763588683008,509.83500126995295,4.412764039439336,0
4.867219220067836,216.9251122802455,4.105771011636856,-8.295553256877367,47.060207577874195,183.5443975443671,5.565959414265165,643.3376871466133,7.894217283103802,0
0.5980478603188815,1.0163105718327459,6.402111885165326,0.9396817620125333,85.92926826648632,139.32549300182092,4.968066320599027,593.8719889090797,7.023873248963143,0
3.7926852653455425,158.43902752807145,6.2524776312711605,-5.027784734982967,89.85828354267126,195.7575516838573,5.158536212585557,540.7047071518955,7.695886898774605,0
3.3900258772364715,27.718339383912223,1.4130942689683184,5.308714690179158,171.18465746365618,130.9634043737328,4.458845543688655,566.6979837878523,5.934376696985005,0
5.408827350992887,295.470923362817,4.909969154462784,-5.44405810418381,93.96558728063005,145.0342277379646,6.623954545035607,647.928263145433,5.02638066284376,0
1.1825801628495678,81.24484264344383,6.90569287943377,-2.3140187163182944,101.06706422661229,167.1645848605651,4.430048556446111,757.3820290555877,7.538820156210939,0
6.0310762875775685,196.13933218330666,1.8120439421300745,-18.792437797396776,60.38307179354408,138.89153855098337,4.734879055770885,768.0374514558607,7.931694483923193,0
3.293330815895905,85.02710368296697,5.574550792191653,2.7037391734881027,23.109897526360605,185.93442481603074,6.034302168456519,511.4994560374425,7.520934476635724,0
2.3248796053731633,85.3691709697383,3.406876152680081,-5.968114021101144,169.0663879745286,195.5062931456079,5.3789907742560334,736.2105794566739,5.250659816620878,0
0.2993402410192594,211.67152767015398,1.7022192297249958,-17.509680149903005,2.286120952399625,147.15233246617606,6.854235549483558,583.123203685702,7.980774936772059,0
0.9195387206102962,297.6769599732509,5.877302769633284,-9.006661024206185,114.58218783420348,171.34419953168893,5.116980433868891,612.2440148579868,7.615739224321719,0
1.4103152089353463,35.1532645414142,3.738679842826572,4.3809234673605815,40.29151466069409,173.48387113514661,5.666368727860105,600.420446921705,7.284919593184961,0
3.7768462658483997,16.018245010830224,1.5511525004189988,-5.322423455234132,149.04353028861544,133.15024710937334,5.409345950397722,619.5367202309419,7.169562204114529,0
5.9467234901531025,29.516458424586798,6.444263941058239,4.804130598629733,195.5914677590123,168.41225512832744,6.607353546526905,512.2958228944009,7.675463542383209,0
3.8164344855588115,41.022685850872854,6.379105070769006,-10.348362628768557,76.05548329556395,125.20426133879762,5.36321287017469,756.3130866658817,7.468181824612495,0
2.7194518824020597,209.80122108819947,6.237227016621329,5.627320498141351,146.42002889272874,158.7381393062593,4.874280489968225,524.4908851258086,5.428541395785008,0
2.331771170171061,63.64256931505681,5.526167251659308,3.482071831560038,197.37604063062182,199.41068268345185,4.51613358886603,516.1584192534239,4.595356625566978,0
2.575045580576635,5.110336561486851,2.3572637452509055,-11.735245698928354,56.35099180860193,174.85564294693037,5.038554430703371,756.1562897210131,6.459944022383411,0
3.2298991156030468,185.18335485824807,2.647715065289069,-9.342873254952472,40.85931586133364,185.90074132613978,6.320320670683196,727.0648680347758,7.094776680799253,0
5.9352351411860464,272.63011385017285,6.818045318324698,-9.881253947786066,80.62552322066341,178.05820727788665,4.174783562363576,617.650571691809,5.004322584638386,0
5.242994827732904,93.9768208395176,6.449762837279854,-11.11318717491306,130.32785544633722,156.53936217351145,5.20565406487647,583.7421815912423,5.08600296564933,0
0.6170860751125319,76.54983681024663,5.699822286505713,-13.412479748474436,93.63290537319959,171.22834838578117,4.273732789396332,600.6985447870749,4.673959522284637,0
